"idservicio","nombre","mercado","tipo","infraestructura","descripcion","resultados","fregistro","informante","entidad","autorizado"
"178","ALQUILER Y MEDICIÓN DE EQUIPOS","PYMES, GRANDES EMPRESAS E INSTITUCIONES.","8","Los equipos de mediciones son los siguientes:
Cámara termográfica
Analizador de Potencia
Medidor de resistencia de tierra
Medidor de radioactividad
Flujómetro ultrasónico
Analizador de gases de combustión
Luxómetro
Multiamperímetro
Medidor de stres térmico
Probador de aislamiento
Vibrómetro
Medidor de Ph
","Servicios de medición y alquiler de equipos de parámetros energéticos , de seguridad e higiene laboral, y consumo de agua.","Mediciones exactas según el servicio utilizado.","2010-11-09","Ing. Eva Mairena","CPML-N","Si"
"184","DIAGNÓSTICO TECNOLÓGICO","PYMES, GRANDES EMPRESAS E INSTITUCIONES.","57","\N","Determina las fortalezas y debilidades tecnológicas, así como la estrategia ante la innovación, implementación de tecnologías identificadas como prioritarias en las empresas de bienes y servicios.","1.	 Análisis del flujo de proceso productivo, capacidad instalada, manejo de materiales y principales problemas del proceso, con el fin de determinar las principales oportunidades de transferencia tecnológica de la empresa.
2.	En conjunto con la gerencia de la empresa, se definirán las principales necesidades de maquinaria y equipamiento que se requiere suplir para la optimización del proceso. Así mismo, se conocerá sobre los planes de expansión de la empresa, que permitan determinar proyectos de inversión y/o automatización para la selección y dimensión de la tecnología.
3.	Se priorizarán las alternativas tecnológicas a analizar con mayor detalle, con el fin de limitar el estudio técnico a los equipos seleccionados.
4.	Determinar las diferentes alternativas tecnológicas disponibles en el mercado, para ser evaluadas para la inversión.
5.	Coordinar con la empresa la identificación de posibles proveedores de los equipos identificados para la solicitud de cotizaciones, incluyendo características técnicas, propuestas de soporte técnico, acceso a repuestos, mantenimiento y capacitación para los operadores. Los equipos seleccionados deberán ser, en la medida de los posible, tecnologías limpias que vayan de la mano con la gestión ambiental de la empresa.
6.	Determinar la factibilidad técnica y económica de las opciones identificadas para la transformación tecnológica de la planta con base en la información proporcionada por los proveedores.
7.	Analizar la factibilidad ambiental de la inversión. ","2010-11-09","Ing. Luvi Solís ","CPML-N","Si"
"192","Caracterización de desechos sólidos.","\N","1","Laboratorio de Aguas, equipo de oficina","Determinar cuantitaiva y cualitaivamente la cantidad y variedad de los desechos solidos de una empresa","\N","2010-11-09","Russell Joseph - DI","BIOMASA","Si"
"217","DISEÑO DE CENTROS TURISTICOS","Inversionista, empresas en desarrollo, instituciones.","64","21 computadoras HP DC5750, impresoras Deskjet HP 5940, GPS, Equipo topográfico, cámaras digital.","DISEÑO ARQUITECTÓNICO Y URBANO DE CENTROS TURISTICOS","PLANOS DEL DISEÑO, CALCULOS ESTRUCTURALES, INFORMATICAS, REDES, ETC., MEMORIA DESCRIPTIVA, MAQUETA, VIDEO.","2011-02-16","DIRECCION DE INVESTIGACION","FARQ","Si"
"211","Levantamiento de información y procesamiento de Redes de I+D","Universidades públicas o privadas, centros de investigación, investigadores independientes, instituciones del Estado, municipalidades. ","61","
Oficina de la Dirección de Investigación, Acceso a Internet, Computadoras de escritorio. Lenguaje php 5, Gestor de
base de datos PostgreSQL 8.4","Levantamiento de información sobre las redes a las que están suscritas/adscritas las diferentes instancias de una organización, mediante el diseño de software para el registro de las formas de integración y participación en estas instancias (redes) nacionales e internacionales. Procesamiento de la información sobre las redes de I+D, para efectos de diagnosticar el potencial del capital relacional de la institución","Sistema de registro de redes de I+D de la UNI.  Sistema de registro de redes de I+D del CSUCA. ","2010-12-14","Benjamín Rosales","DI","Si"
"212","Montaje de Sistemas Institucionales de Información de I+D ","Universidades públicas o privadas, Centros de Investigación, Instituciones del Estado, Municipalidades","11","Oficina de la Dirección de Investigación, Acceso a Internet, Computadoras de escritorio. Lenguaje php 5, Gestor de base de datos PostgresSQL 8.4","Diseño y Montaje de Sistemas Institucionales de Información de I+D dinámicos para su permanente actualización en la organización. ","Sistema Institucional de Información de I+D de la UNI ","2010-12-14","Benjamín Rosales","DI","Si"
"198","ANALISIS DE LABORATORIO: LABORATORIO DE OPERACIONES UNITARIAS: BROMATOLOGIA, MACRO Y MICRO NUTRIENTES, METALES PESADOS EN AGUAS Y SEDIMENTOS, VIDA UTIL DE PRODUCTOS ALIMENTICIOS, PLANTAS PILOTOS PARA ALIMENTOS (LACTEOS, FRUTAS Y VEGETALES, CARNICOS),  MONTAJES Y ESTANDARIXACIÓN DE LÍNEAS DE PROCESOS, DESARROLLO DE NUEVOS PRODUCTOS, MAQUILA DE PRODUCTOS ALIMENTCIOS VARIOS. SE INCLUYE SERVICIOS DE MUESTREO Y TRANSPORTE PARA TOMA DE MUESTRAS.","PYMEs, GRAN EMPRESA, COOPERATIVAS DE PRODUCTORES AGROINDUSTRIALES, EMPRESAS ASOCIADAS A CADIN, ALCALDÍAS, INSTITUCIONES DE GOBIERNO, PROYECTOS DE COSNTRUCCIÓN, EMPRESAS PRESTADORAS DE SERVICIOS COMO PERFORADORES DE POZOS, PROYECTOS TURISTICOS, ENTRE OTROS.","1","Laboratorio de Procesos (macro y micro nutrientes, metales pesados); Laboratorio de alimentos (Bromatología, microbiología y biotecnología); laboratorio de Operaciones Unitarias (plantas pilotos de lácteos, cárnicos y frutas y vegetales, Análisis y ensayos varios). Equipos, material de reposición, reactivos, cristalería, equipos de seguridad, entre otros.  Se utilizan otros laboratorio como herramientas auxiliares.","Los Servicios de análisis de laboratorio que brinda la SERFIQ CETEAL tienen la finalidad de: para la empresa obtener requisitos básicos para alimentos que solicitan los diferentes ministerios tales como MINSA, MARENA, etc.,  además de obtener requisitos de presentación de alimentos al mercado nacional e internacional, (e. g. tabla nutricional, controles microbiológicos)  controles para ser presentados a entes reguladores nacionales. Determinar calidad de agua y alimentos.","Resultados: TABLA NUTRICIONAL,  SECADO DE PRODUCTOS AGROINDUSTRIALES, DESARROLLO DE PRODUCTOS AGROINDUSTRIALES, MONTAJE DE LAS LÍNEAS DE PROCESOS AGROINDUSTRIALES, DESARROLLO DE CAPACITACIONES CON PLANTAS PILOTOS PARA PRODUCTOS AGROINDUSTRIALES, EJECUCIÓN DE PRODUCTOS AGROINDUSTRIALES PARA ENTRENAMIENTO DE PERSONAL DE PYMEs,  ANALISIS ESPECIFICOS A PRODUCTOS VARIOS. 
Algunas empresas que han recibido servicios de análisis de laboratorios con nosotros: PROTENA S.A., COMPANIA CERVECERA DE NICARAGUA, COMPANIA LICORERA DE NICARAGUA, ALPLA NICARAGUA S.A., CRUZ ROJA NACIONAL, ALCALDIA DE MANAGUA, PINTURAS MODELO, PINTURAS PROTECTO, PINTURAS  COMEX, AEROPUERTO INTERNACIONAL AUGUSTO C. SANDINO, HOTEL LAS MERCEDES, SOPPEXCCA, DIRECCION NICARGUENSE DE PETROLEO S.A., (DNP), INDUSTRIA LA MATAGALPA, PROYECTOS DE CONSTRUCCION DE VIVIENDAS, ONG ACRA, PRODUCTORAS DE ROSQUILLAS SOMOTEÑAS, DIAGROSA-NICANONI, ENTRE OTROS.
","2010-11-09","Ing. Nelly Betanco Figueroa","FIQ","Si"
"202","PROGRAMA EN GESTIÓN AMBIENTAL","PYMES, GRANDES EMPRESAS E INSTITUCIONES.","54","\N","Conjunto de planes y acciones debidamente articulados en etapas, basados en el análisis de la legislación ambiental aplicada a la empresa y en la evaluación de los impactos ambientales y las necesidades organizativas de la misma.","1.	 Capacitar al personal en programa de gestión ambiental.
2.	Diagnóstico Inicial: Diagnóstico institucional, legal y ambiental.
3.	Revisión de la política ambiental y elaboración de objetivos y metas.
4.	Determinar las medidas ambientales y planes de manejo.
5.	Elaborar plan de monitoreo y seguimiento.
6.	Elaborar plan de capacitación y divulgación","2010-11-16","Ing. Luvi Solís","CPML-N","Si"
"200","Curso de Diplomado Básico en Enfoques y Estrategias de Proyectos de Agua & Saneamiento Rural ","Instituciones Estatales locales , Empreas privadas,ONG`s, Consultores privados.","25","Salones de Clases equipado con instrumentos audiovisuales, Atención Personalizada. ","Brindar las herramientas para el manejo apropiado de los enfoques y estrategias asi como el desarrollo de capacidades Sociales, conocimientos , habilidades y destrezas de los actores dedicados al campo de Agua & Saneamiento Rural.","Ámbito de competencias en modelo de intervención, Desarrollo humano sostenible y ambiente, enfoques y estrategias (demanda, genero, medio ambiente, derecho, organización y participación comunitaria, educación sanitaria,co-financiamiento,sostenibilidad), técnicas de investigación social y selección de tecnología.","2010-11-11","hgjgj","CIEMA","Si"
"201","Curso de Diplomado Especialidad en Agua & Saneamiento Rural contiene Diplomado en Gestión Integrada de Proyectos de Agua & Saneamiento Rural y Diplomado en Gestión Social de Agua & Saneamiento Rural.","Instituciones Estatales locales, Empresas privadas,ONG`s, Consultores privados.","25","Salones de Clases equipado con instrumentos audiovisuales, Atención Personalizada","Desarrollar las competencias a profesionales del sub sector de Agua y Desarrollar las competencias a profesionales del sub sector de Agua y Saneamiento Rural en el manejó integrado y sostenible así como la promoción del fortalecimiento de las capacidades locales con enfoque de género en el ámbito de saneamiento rural para desempeñarse eficiente y con calidad.","Los Diplomados consolidan las capacidades de los profesionales en la administración, ejecución y evaluación del ciclo de Proyectos de Agua y Saneamiento basándose en los enfoques y estrategias con habilidades y destrezas pertinentes al sector rural.
También proporciona herramientas metodológicas para el fortalecimiento de los procesos organizativos, sensibilización y capacitación comunitaria coadyuvando los conocimientos , actitudes, reflexiones y practicas necesarias para promover la sostenibilidad organizativa de comunidades y municipios.
","2010-11-11","sdsdfs","CIEMA","Si"
"203","Capacitaciones
","Consultores independientes, Estudiantes de carreras de últimos años, y graduandos de cualquier carrera","3","Aula con las condiciones para recibir los cursos, servicios audiovisuales, material impreso, material en CD, refrigerios, personal bien calificado  con excelente dominio en el tema que se de.
","Capacitaciones de diferentes temas, con alto contenido importante para especializarse según la necesidad del alumno en diferentes temas.

Cursos
&#8226;	Curso Teórico &#8211; Práctico de Formación de Consultores en PmL.
&#8226;	Eficiencia Energética.
&#8226;	Inocuidad Alimentaria y Buenas Prácticas de Manufactura.
&#8226;	Legislación Ambiental.
&#8226;	Sistema de Análisis de Peligros y Puntos Críticos de Control (HACCP).
&#8226;	Sistema de Tratamiento de Aguas Residuales.
&#8226;	Técnicas de Atención al Cliente y Ventas Eficaces.
&#8226;	Estrategia Financiera y Tributaria.
Otras Capacitaciones
&#8226;	Planes de Negocio para Pymes.
&#8226;	Energía Renovable.
&#8226;	Estrategias de Formalización de Empresas.
&#8226;	Técnica de Mercadeo y Ventas para Pymes. 
Maestrías
&#8226;	Competitividad Empresarial
","Como resultado tenemos la satisfacción que muestran los clientes de diferentes empresas, instituciones y universidades a los que se les ha brindado el servicio.
","2010-11-16","Lic. Lesbia Rodríguez Esquivel","CPML-N","Si"
"209","Procesamiento y recolección de información de servicios científico-tecnológicos","Universidades públicas o privadas. Centros de investigación. Oficinas de prestación de servicios","11","Oficina de la Dirección de Investigación, Acceso a Internet, Computadoras de escritorio. Lenguaje php 5, Gestor de base de datos PostgreSQL 8.4.","Levantamiento de información sobre los servicios que una organización presta actualmente o que potencialmente puede ofertar con base en sus fortalezas institucionales. Diseño de software para el registro de la información de los servicios. Procesamiento de la información sobre los servicios científicos y tecnológicos","Catálogo de Servicios Científicos-Tecnológicos de la Universidad Nacional de Ingeniería","2010-12-14","Benjamín Rosales","DI","Si"
"210","Organización y Montaje de Actividades Científicas y Tecnológicas (ACT): ferias, jornadas universitarias, convocatorias a fondos concursables, foros, etc. ","Universidades públicas o privadas, Instituciones del Estado, Municipalidades, Centros de Investigación","60","Oficina, Computadoras, Acceso a Internet, material de oficina","Se planifican las diferentes tareas para el desarrollo de las actividades científicas y tecnológicas, se elabora presupuesto y cronograma, se realizan las gestiones de coordinación con las áreas sustantivas y de apoyo de la institución, se elabora el material para la difusión y promoción del evento, se diseñan los instrumentos de levantamiento de información cuando sea necesario.    ","Organización y montaje de Foros de I+D. Feria Tecno-UNI 2009. Foro Permanente de Investigadores (FOPI) de la UNI. ","2010-12-14","Benjamín Rosales","DI","Si"
"213","Capacitación en temas de I+D","Universidades públicas o privadas, centros de investigación, centros de educación primaria y/o secundaria, Instituciones del Estado, Municipalidades, ONG","3","Oficina de la Dirección de Investigación, Acceso a Internet, Computadoras de escritorio, Aulas de la UNI, Presentaciones en PPT, datashow, papelógrafos.","Se desarrollan talleres, seminarios, cursos o diplomados en temas de I+D en todos los niveles (primaria, secundaria, nivel técnico, educación superior): metodología de la investigación científica, redacción científica, publicación científica, gestión de la investigación, gestión de recursos para la investigación, etc.  ","Talleres para tutores en la UNI. Talleres para Gestores I+D en la UNI. Taller sobre publicación científica","2010-12-14","Benjamín Rosales","DI","Si"
"208","Asesoría en la identificación y entrenamiento de Gestores de Actividades Científicas y Tecnológicas ","Universidades públicas o privadas, centros de investigación","2","Oficina, Computadoras, Acceso a Internet, aulas de la UNI, Plataforma UNI On Line (UOL) para capacitación a distancia.","Se capacitan a personas seleccionadas en la organización para desarrollar los procesos de gestión y auto gestión de actividades científicas y tecnológicas o de otros tipo. Formación presencial o en modalidad a distancia. ","Formación de Gestores de I+D de la UNI","2010-11-23","Benjamín Rosales","DI","Si"
"206","Asesoria en procesos de Indexación/indización internacional de publicaciones científicas","Universidades públicas o privadas, ministerios, centros de investigación","2","Oficina de la Dirección de Investigación, Acceso a Internet, Computadoras de escritorio","Acompañamiento a editores de revistas científicas en el proceso de cumplimiento de requisitos de bases de datos internacionales.","Revista Científica Nexo (UNI). Revista PEAUT (UNI). Revista El Higo (UNI-Norte)","2010-11-23","Benjamín Rosales","DI","Si"
"207","Capacitar a administradores de revistas científicas y/o portales Web de direcciones/oficinas de I+D o similares","Universidades públicas o privadas, ministerios, empresas, centros de investigación, Conicyt, Secretaría Ejecutiva del CNU","31","Oficina, Computadoras, Acceso a Internet","Adiestrar en actividades/tareas de mantenimiento y soporte tecnico y administrativo de los sistemas","Acompañamiento en el mantenimiento y soporte técnico del administrador del portal de la VRID-UNI  al administrador de los sistemas","2010-11-23","Benjamín Rosales","DI","Si"
"215","PLAN DE DESARROLLO URBANO","Alcaldías municipales","63","21 computadoras HP DC5750, impresoras Deskjet HP 5940, GPS, Equipo topográfico, cámaras digital.","Plan de Desarrollo Urbano","Documento conteniendo situación del aérea urbana y/o rural y así como, Propuesta de desarrollo del Área Urbana, Sistema de Información.","2011-02-16","DIRECCION DE INVESTIGACION","FARQ","Si"
"218","ELABORACIÓN DE PERFILES DE PROYECTOS","Inversionista, empresas en desarrollo, instituciones.","64","21 computadoras HP DC5750, impresoras Deskjet HP 5940, GPS, Equipo topográfico, cámaras digital.","PERFILES DE PROYECTOS","DIAGNOSTICO DE LA SITUACION ACTUAL, PLANOS DEL DISEÑO, PRESUPUESTO, MEMORIA.","2011-02-16","DIRECCION DE INVESTIGACION","FARQ","Si"
"216","Diseño urbano del entorno de edificaciones y/o conjuntos","INSTITUCIONES NO GUBERNAMENTALES, EMPRESAS, ORGANIZACIONES DEPORTIVAS Y DE RECREACION.","33","21 computadoras HP DC5750, impresoras Deskjet HP 5940, GPS, Equipo topográfico, cámaras digital.","Diseño urbano del entorno de edificaciones y/o conjuntos","Planos y memoria descriptiva","2011-02-16","DIRECCION DE INVESTIGACION","FARQ","Si"
"199","PLANES DE NEGOCIOS","PYMES, GRANDES EMPRESAS E INSTITUCIONES.","59","\N","Determina las estrategias más importantes y aspectos claves como el mercado y las finanzas, es una herramienta muy útil para encontrar capital y aumentar las utilidades de la empresa.","1.	 Describir el producto o servicio: El plan de negocio comienza con identificar la necesidad que se va a cubrir y la propuesta de solución que se piensa desarrollar.
2.	Analizar el mercado: Identificar el mercado, dimensionarlo, segmentarlo, ponerlo en dimensión geográfica, analizar la competencia y los posibles nuevos entrantes, no sólo competidores directos sino sustitutos y complementarios.
3.	Realizar el plan de mercadeo: Se define las estrategias sobre las cuatro Ps (Precio, producto, plaza y promoción), buscando cubrir siempre las necesidades de los clientes.
4.	Analizar el sistema de la empresa: Se describen los pasos, el proceso, lo necesario para fabricar el producto u ofrecer el servicio, sus interacciones y elementos. Incluye planificación de personal, elementos de gerencia, desarrollo y cultura organizacional.
5.	Se realiza el cronograma: Se muestra una planeación realista del proyecto, define la ruta crítica.
6.	Se realiza el análisis FODA: Se identifica las fortalezas, oportunidades, debilidades, y amenazas, cómo potenciar los aspectos positivos y cómo desarrollar estrategias para contrarrestar los negativos.
7.	Análisis de la situación financiera de la empresa: Es un punto clave, debe ser un análisis detallado de la situación financiera de la empresa, incluye las necesidades de financiamiento, los resultados esperados, las fuentes posibles de financiamiento y los estados y razones financieras.
8.	Se termina con conclusiones y recomendaciones.","2010-11-11","Lic. Eva Mairena","CPML-N","Si"
"205","Asesoría en la automatización de los procesos de edición de revistas científicas y no científicas (de divulgación)","Universidades públicas o privadas, centros de investigación, Instituciones del Estado, Empresas, ONG","2","Oficina de la Dirección de Investigación, Computadoras de escritorio, Lenguaje php 5, Gestor de base de datos PostgreSQL 8.4.","Automatización de los procesos de edición de revistas científicas y de revistas no científicas (de divulgación). Apoyo el proceso de localización en línea de revistas científicas y no científicas (de divulgación). Asesoría en procesos de indización en bases de datos internacionales. ","Revista científica Nexo en línea (UNI). Boletín UNI+DAD (UNI)","2010-11-23","Benjamín Rosales","DI","No"
"34","Asistencia Técnica","A todos los emprendedores o empresarios que deseen mejorar/incrementar su productividad.","2","Salón y computadora","Es un servicio independiente, donde se aplican procedimientos y habilidades con el objeto de proporcionar conocimientos especializados no patentables, que sean necesarios en el proceso productivo, de comercialización, de prestación de servicios o cualquier otra actividad realizada por el empresario.","Brindada la aistencia técnica aproximadamente a mas de 100 pymes con las cuales se ha venido trabajando en las áreas funcionales de las mismas (mercadeo, administración, producción, finanzas, etc) A su vez se ha apoyado el desarrollo de marcas, códigos de barras, entre otros.","2010-10-19","Patricia Izamara Medal Zapata","PAE","Si"
"221","Unidad de Capacitación Empresarial","Profesionales, Empresarios, Especialistas en temas específicos.","3","Aula, Equipos Audiovisuales ","Los cursos desarrollados por la Unidad de Capacitación Empresarial del CPmL-N, tienen el fin de brindar herramientas a los profesionales de las empresas que impulsan el desarrollo productivo del país, reforzando sus conocimientos y fortaleciendo su desarrollo profesional.","Durante el año 2013 se ejecutaron un total de 17 cursos de capacitación, entre ellos, cursos libres, cursos especializados y posgrados. Se impartieron 738 horas en total y se capacitó a un total de 407 participantes, los cuales provienen de empresas de servicio en un 27%, profesionales independientes e instituciones educativas en un 15%, un 7% corresponde a sector mataderos y las instituciones gubernamentales representan el 5%.","2014-08-05","Lesbia Rodríguez","CPML-N","Si"
"222","Asistencia Técncia","Requerimientos de los diferentes sectores, identificando oportunidades
y su aplicabilidad para la mejora de la eficiencia, productividad, administración de recursos y gestión ambiental.","64","Oficina, Equipos de Medición que tienen sus sofware específicos, Equipos de Cómputo.","1. Uso Eficiente de los Recursos: Revisión del estado actual de las condiciones de la empresa con respecto al uso de recursos (agua, materiales y energía), intercambio de información entre las partes para identificar oportunidades de
mejora que incrementen la eciencia en el uso de los recursos, reduzca costos operativos, impactos ambientales e incorpore indicadores de control que
mejoren la gestión ambiental de la empresa.

2. Diagnósticos de Competitividad Empresarial: Evaluación que establece la línea
base del nivel de competitividad de la empresa, con la cual la empresa podrá dar seguimiento a su desempeño, tomando en cuenta las áreas de mercadeo, producción, gerencia y finanzas con el objetivo de identificar oportunidades de mejora y establecer un plan de acción de las prioridades en las áreas de
Mercadeo, Producción, Gerencia y Finanzas.

3. Eficiencia Energética y Energía Renovable: Proceso sistemático mediante el
que se obtiene información contable del consumo energético de la empresa para identificar y evaluar las oportunidades de ahorro en función de su rentabilidad,
diseñando acciones potenciales de ahorro energético para mejorar sus procesos productivos, reducir costos de producción e impacto ambiental.

4. Innovación y desarrollo de productos agroindustriales: LaInnovA orienta e identifica oportunidades de innovación y desarrollo de productos agroindustriales
a partir de materias primas nacionales, así mismo brinda consultorías sobre el mejoramiento y/o sustitución de productos o procesos productivos, promoviendo
tecnologías limpias que le permitan a las empresas del sector MIPyME agroindustrial, mejorar su competitividad en el mercado.","Basado en el acumulado de 757 empresas atendidas en el periodo 2001–2013, se han alcanzado los indicadores de la aplicación de Producción más Limpia siguientes:

Oportunidad de beneficiar a 13,116 familias por la disponibilidad del agua potable ahorrada.
Oportunidad de beneficiar a 13,141 familias con energía eléctrica por la disponibilidad de la energía ahorrada.
Incremento de productividad en un 10%.
Ahorro económicos de 8 MM U$/año.
Inversión de 11.14 MM U$/año.
Ahorros en consumo de energía en un 25%.
Ahorros en consumo de agua en un 40%.
Reducción en la generación de desechos de 27%
Se logró la optimización de los recursos agua, energía y la reducción de emisiones y desechos:
Agua en 1.18 MM de m³/año.
Energía en 23.66 GWh/año.
Desechos de 3,800 ton/año.
Emisiones en 16,700 ton de CO₂/año.","2014-08-05","Silvia Aguilera","CPML-N","Si"
"225","Sistema de Monitoreo de la Calidad y Gestión Ambiental en la subcuenca III, cuenca sur del lago de Managua","Asociación de Municipios de la sub cuenca III, cuenca sur del lago de Managua, AMUSCLAM","11","Elaboración de Software","Software de fácil aplicación y actualización constante en los territorios de intervención.","software que permite el monitoreo de la calidad y gestión ambiental en los municipios de Nindirí, La Concepción, El Crucero, Ticuantepe y los Distritos V, VI y VII de Managua.","2014-08-19","Wilfredo Varela Fonseca","PEAUT","Si"
"226","Sistema de Monitoreo Territorial Ambiental en la sub cuenca III, cuenca sur del lago de Managua.","Asociación de Municipios de la sub cuenca III, cuenca sur del lago de Managua, AMUSCLAM","11","Elaboración de software web y de escritorio para el monitoreo Territorial Ambiental","Es un software que trabaja con sistemas de información geográfica para el monitoreo Territorial Ambiental","Aplicación del software en los municipios pertenecientes a AMUSCLAM","2014-08-19","Wilfredo Varela Fonseca","PEAUT","Si"
"228","Maestría en Informática Empresarial","La maestría estará dirigida en principio a Ingenieros de Sistemas, pero también pueden participar en ella ingenieros industriales, en computación, electrónicos u otros profesionales afines cuyo perfil laboral esté enfocado a la aplicación de la informática en empresas e instituciones.  ","27","Para el éxito del programa se cuenta con aulas preparadas con equipos audiovisuales propios para impartir la maestría, así como la infraestructura necesaria para el desarrollo del programa de posgrado, la asistencia administrativa y las oficinas, donde se atiende a los participantes, adicionalmente se garantizará el acceso a Internet, por medio de cuentas particulares a los estudiantes, así como el acceso a bibliografía especializada, laboratorios de cómputo, visita de campo a empresas estatales y privadas del país.","Objetivo General:
Adquirir los conocimientos y habilidades necesarios para desarrollar y explotar integradamente las tecnologías de la información y las comunicaciones en alineación con la estrategia general de la empresa y todos los procesos que tienen lugar en la misma.

Objetivos Específicos 
1.	Conocer las tendencias acerca del desarrollo de los sistemas de información para la gestión empresarial
2.	Entender, desde el punto de vista del negocio, los sistemas de información, y el rol de sus componentes, como soporte de las funciones del negocio.
3.	Entender la integración como un objetivo primario de la gestión de información
4.	Conocer cómo aplicar las tecnologías de la inteligencia empresarial para satisfacer los requerimientos de información de una organización.
5.	Adquirir un sólido conocimiento sobre la teoría y métodos de aplicación de los procesos de toma de decisiones, vigilancia tecnológica y empresarial.
6.	Ser capaz de seleccionar las tecnologías apropiadas y las herramientas TIC adecuadas en función del problema a resolver.
7.	Lograr una integración efectiva en la empresa con la organización, el control, la planificación y la implementación de los sistemas.
8.	Gestionar efectivamente los sistemas integrados para la planificación de los recursos empresariales, los sistemas de relación con los clientes, la inteligencia empresarial, los negocios electrónicos y los sistemas de apoyo a la toma de decisiones.
9.	Obtener conocimientos y dominar las herramientas del campo de las nuevas tecnologías de la información y las comunicaciones que tienen aplicación directa en el desarrollo de sistemas integrados para la empresa.
10.	Diseñar, desarrollar, implementar, supervisar, introducir, dar servicio y producir sistemas de aplicación operacional para los negocios soportados en computadora, de manera que se garantice en la organización el valor de la información y la explotación de esta en toda su magnitud.
11.	Dominar los métodos y las técnicas necesarios para rediseñar y crear nuevos negocios que maximicen el valor entregado a la sociedad y a los clientes, basado en el desarrollo de relaciones en red donde se integren proveedores, empresas y clientes para gestionar el intercambio de bienes, servicios, información y conocimiento en tiempo real.

El plan de formación académica tiene un total de 85 créditos a alcanzar como mínimo y posee la estructura siguiente:
Cursos que componen la Maestría:
     CURSOS BÁSICOS
       Introducción a la Informática Empresarial.
     CURSOS DE INFORMÁTICA EMPRESARIAL
       Procesos de Negocios y Comercio Electrónico.
       Gestión de Proyectos de Software.
       Sistemas de información empresarial.
       Inteligencia Empresarial.
     CURSOS DE DIRECCIÓN EMPRESARIAL
       Organización y Planeación de la Producción.
       Gestión Estratégica.
       Logística Empresarial y Cadenas de Suministro.
       Gestión del Conocimiento y el Capital Humano.
     INVESTIGACIÓN 
       Seminario de Investigación Empresarial 1:
       Metodología de la Investigación.
       Seminario de Investigación Empresarial 2: 
       Desarrollo del Estado del Arte o Diagnóstico de la Situación Actual.
       Seminario de Investigación Empresarial 3: 
       Desarrollo de la Solución del Problema Planteado.
       Seminario de Tesis.","Un Máster en Informática Empresarial tiene una formación interdisciplinaria en Informática y Dirección Empresarial y es capaz de:
->	Proyectar y gestionar estratégicamente el cambio organizacional basado en la aplicación intensiva de las tecnologías de la información y las comunicaciones.
->	Diseñar, implementar, supervisar, introducir, dar servicio y producir sistemas de aplicación operacional para los negocios soportados en computadora, de manera que se garantice en la organización el valor de la información y la explotación de esta en toda su magnitud
->	Rediseñar y crear nuevos negocios que maximicen el valor entregado a la sociedad y a los clientes, basado en el desarrollo de las relaciones en red donde se integren proveedores, empresas y clientes para gestionar el intercambio de bienes, servicios, información y conocimiento en tiempo real.","2014-09-01","Patricia Lacayo Cruz","FCYS","Si"
